#OTU ID	GN01P.484257	GN06P.o.484262	GN02P.484248	GN04P.484258	GN05P.o.484260	GN07P.o.484246	GN04P.o.484251	GN07P.484259	GN02P.o.484250	GN06P.484247	GN09P.484254	GN01P.o.484256	GN03P.o.484249	GN08P.o.484263	GN03P.484253	GN05P.484261	GN09P.o.484264	GN08P.484265
159087	0	0	0	0.152003093	0	0.263034406	0.160464672	0.125530882	0	0	0.91753784	0	0	0.321928095	0	0.192645078	0.830074999	0.637429921
246894	0	2.614709844	0.263034406	1.152003093	2.544320516	1.632268215	1.041820176	1.2410081	0.206450877	2.169925001	0.415037499	0	0.222392421	1	0	2	0.637429921	1.353636955
138934	0	0.169925001	0	0.289506617	0.415037499	0.925999419	0	0.932885804	0	0.169925001	1.473931188	0	0	1.115477217	0	0.362570079	1.222392421	0.830074999
137549	0	0	0	0	0	0.137503524	0	0	0	0	0	0	0	0	0	0	0	0
251486	0.893084796	0	0.263034406	0.152003093	0	0	0.304854582	0	0	0	0	2.115477217	0	0	0	0	0	0
5675	0	0	0.485426827	0	0	0	0	0	0.206450877	0	0	0	0	0	0.321928095	0	0	0
577629	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
170823	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141322	0.652076697	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
200652	0.652076697	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
103057	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12343	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
564812	0	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
138936	0	0.321928095	0	0.289506617	1	0.137503524	0.556393349	0	0	0.169925001	0	0	0.222392421	0	0.321928095	0.514573173	0.152003093	0
159166	0	0	0	0	0	0	0	0.125530882	0	0	0	0	0	0	0	0	0	0
391129	0	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
253655	0	0	0.263034406	0	0	0	0	0	0.206450877	0	0	0	0.415037499	0	0	0	0	0
77962	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.152003093	0
114591	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
163280	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115477217	0	0	0	0
237153	1.280107919	0.807354922	0.847996907	0	0.222392421	1.887525271	0.160464672	2.155278225	0.206450877	1	2.611434712	1.222392421	0	2.841302254	0	0.192645078	2.187627003	3.544320516
218959	0	0	0	0	0	0	0	0	0.206450877	0	0	0	0	0	0	0	0	0
243734	0	0	1.263034406	0	0	0	0	0	0	0	0	0	0	0	0.321928095	0.362570079	0	0
548460	0	0	0	0	0	0	0.160464672	0	0	0	0	0	0	0	0.321928095	0	0	0
152417	0.652076697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
541987	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
540867	0	0	0	0	0	0.137503524	0	0.125530882	0	0	0	0	0	0	0	0	0	0
152001	0.362570079	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
350845	0.362570079	0	0	0	0	0	0	0	0.206450877	0	0	0.415037499	0.222392421	0	0	0	0.152003093	0
10867	0	0	0.263034406	0	0	0	0	0	0.206450877	0	0	0	0	0	0	0	0	0
185581	0	0	0	0	0	0	0	0	0.206450877	0	0	0	0	0	0	0	0	0
305760	0.362570079	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
169426	0	0	0	0	0	0	0	0	0	0	0.152003093	0	0	0	0	0	0	0
258050	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
152603	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331011	0	0	0	0	0	0	0	0.125530882	0	0	0	0	0	0.115477217	0	0	0	0
585449	0.893084796	0	0.263034406	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
255565	1.584962501	1.321928095	0	2.321928095	1.321928095	0.584962501	2.062284278	0.347923303	0.206450877	2.129283017	0.152003093	1	0.736965594	0	0.584962501	1.777607579	0	0
539886	0	0	0	0	0	0	0	0.125530882	0	0	0	0	0	0	0	0	0	0.152003093
332808	0	0	0	0	0	0	0	0	0.206450877	0	0	1.222392421	0	0	0	0	0	0
14638	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
253077	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
259460	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
306448	0	0.321928095	0	0.152003093	0.736965594	0.137503524	0	0	0	0.169925001	0	0	0	0	0	0.192645078	0	0
235297	0	0	0	0	0	0	0	0.125530882	0	0	0	0	0	0	0	0	0	0
159349	0.362570079	0	0	0	0.415037499	0	0	0	0.206450877	0	0	0	0	0	0	0	0	0
159272	0.652076697	0.321928095	0.263034406	0.152003093	0	0.137503524	0	0	0	0	0.289506617	0	0.222392421	0.321928095	0.584962501	0.362570079	0	0.152003093
320903	1.099535674	0.459431619	0	0.289506617	0	0	0	0	0	0.321928095	0	1	0	0	0.321928095	0	0	0
159352	1.099535674	0	0.847996907	0	0	0	0.304854582	0	0.943416472	0	0	1.415037499	0.584962501	0	0.584962501	0	0	0
312081	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
132289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152003093	0
198239	0.362570079	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
138759	0	0	0	0	0	0	0	0	0.206450877	0	0	0	0	0	0	0	0	0
253664	0	0	0	0	0	0.263034406	0	0.125530882	0	0.169925001	0	0	0	0.115477217	0	0.192645078	0.152003093	0.152003093
138754	0.893084796	0	0	0	0	0	0	0	0.206450877	0	0	0.736965594	0	0	0	0	0	0
107722	0	0	0	0	0	0.137503524	0	0	0	0	0.152003093	0	0	0	0	0	0	0
248966	0	0	0	0	0	0	0	0	0	0	0.152003093	0	0	0	0	0	0	0.289506617
159470	0	0	0	0.152003093	0.222392421	0	0	0	0	0	0	0	0	0	0	0	0	0
159471	0	0	0	0	0	0.137503524	0.304854582	0	0	0	0	0	0	0	0	0	0	0.152003093
135997	0	0.321928095	0	0.152003093	0	0	0	0	0.206450877	0.321928095	0.736965594	0	0	0	0	0.192645078	0.530514717	0.415037499
159154	0	0.169925001	0	0	0.222392421	0.584962501	0.160464672	0.347923303	0	0.169925001	0.152003093	0	0	0.807354922	0.321928095	0.192645078	0.152003093	1.353636955
159377	1.440572591	0.459431619	0	0.530514717	0.415037499	0.263034406	0.436099115	0	0.547487795	0	0	1	0.584962501	0	0	0	0	0
236519	0	1.321928095	0	0.415037499	1	1.5360529	0.770518154	1.295455884	0.547487795	1.087462841	3.133855747	0	0	1.36923381	0.321928095	0.192645078	3.187627003	1.637429921
139238	0.362570079	1.169925001	0.847996907	1.473931188	1.415037499	1.432959407	1.270089163	1.398549376	1.509013647	1.700439718	1.415037499	0.415037499	1.662965013	1.115477217	2.584962501	1.280107919	1.222392421	0.637429921
235843	0	0	0	0	0.736965594	0.378511623	0	0.125530882	0	0	0.637429921	0	0	0	0	0.192645078	0.289506617	0.637429921
278560	0	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
157564	0	0	0	0	0	0	0	0	0	0	0	0.736965594	0	0	0	0	0	0
103182	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
133177	0	0	0	0	0	0	0	0	0	0.321928095	0	0	0	0	0	0	0	0
7556	2.550197083	1	2.584962501	1.222392421	0.736965594	1.722466024	1.404390255	1.750021747	2.027480736	1	1	2.736965594	1.584962501	1.273018494	1.700439718	1.362570079	0.736965594	1.078002512
510360	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
353899	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
30868	0	0	0	0.152003093	0	0	0.770518154	0	0.206450877	0	0	1	0	0	0	0.362570079	0	0
584457	1.099535674	0	0.847996907	0.152003093	0	0	0.160464672	0	1.157541277	0	0	1	0	0	0.321928095	0	0	0
323726	1.099535674	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
560803	5.337303321	0.169925001	3.981852653	0.415037499	0.736965594	0.263034406	0.304854582	0.2410081	3.717412797	0.321928095	0	5.459431619	1.222392421	0.115477217	2.087462841	0	0	0.289506617
238250	1.584962501	0.584962501	1.485426827	0.415037499	1	0.847996907	0.304854582	0.2410081	1.253756592	0.459431619	0.415037499	1.222392421	0.736965594	0.115477217	1.459431619	0.893084796	0.289506617	0.637429921
312010	0	0	0	0	0	0	0	0	0	0.321928095	0	0	0	0	0	0	0	0
251895	2.618909833	0.169925001	2.263034406	1.415037499	0.415037499	0	1.197939378	0	1.657112286	0.584962501	0	3.115477217	0.584962501	0	1.459431619	0.777607579	0	0
368907	0.652076697	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
245218	0	0	0	0	0	0	0	0	0	0	0.152003093	0	0	0	0	0	0.530514717	0
241338	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
133336	0	0	0	0	0	0.137503524	0	0	0	0	0	0	0	0	0	0	0	0
534608	0	0	0	0	0	0	0	0	0	0	0.152003093	0	0	0	0	0	0	0
159501	0	0	0	0.152003093	0.222392421	0	0.160464672	0	0	0.459431619	0	0	0	0	0.321928095	0	0	0
39534	2.478047297	0	0.485426827	0	0	0	0	0	0.387023123	0	0	2.662965013	0	0	0	0	0	0
140574	0	0.169925001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252689	0	0.584962501	0	0.530514717	0.222392421	0.263034406	0.304854582	0.2410081	0	0.807354922	0	0	0.874469118	0	1.169925001	0	0	0
60254	2.050626073	0	0	0	0	0	0	0	0	0	0	2.807354922	0	0	0	0	0	0
1912	0	0	0	0	0	0	0	0	0	0.169925001	0	0	0	0	0	0	0	0
165390	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
257276	0	0	0.263034406	0	0	0	0	0	0.206450877	0	0	0	0	0	0	0.192645078	0	0
159265	0	3.409390936	0	1.152003093	4.073248982	2.786596362	1.640457613	2.295455884	0	3.169925001	1	0	0	1.222392421	0	4.111508315	1.353636955	1.530514717
537651	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
307846	0.652076697	0	0.485426827	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
245878	0	0	0	0	0	0	0	0	0	0	0.530514717	0	0	0.415037499	0	0	0.289506617	0
179208	0.652076697	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
278573	6.2010737	0.584962501	5.121015401	1.530514717	1.502500341	0.765534746	1.270089163	0.540568381	4.842592102	1.247927513	0.152003093	6.820178962	2.624490865	0.115477217	3.247927513	1	0.152003093	0.152003093
102429	0	0	0	0.152003093	0	0.263034406	0.160464672	0.125530882	0	0	0.152003093	0	0	0.115477217	0	0.192645078	0	0.152003093
50040	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
99934	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
277895	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240979	0.652076697	0	0	0	0	0	0	0	0	0	0	0	0.222392421	0	0	0	0	0
241958	0.652076697	0.700439718	0	0.152003093	0.222392421	1.070389328	0.160464672	0.447458977	0.387023123	0.459431619	0.289506617	1.415037499	0	0.874469118	0.321928095	0.192645078	0.830074999	0.637429921
19936	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
159186	0	0	0	0	0	0	0.160464672	0	0.206450877	0	0	0	0	0.115477217	0	0	0	0
163347	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520995	0	0	0	0	0	0	0.160464672	0.2410081	0	0	0	0	0	0	0	0	0	0
139228	0	0.169925001	0	0	0.222392421	0.137503524	0	0	0	0	0.289506617	0	0	0.415037499	0	0.362570079	0.152003093	0.289506617
238794	0	0	0	0	0	0.137503524	0	0	0	0	0	0	0	0.115477217	0	0	0	0
138110	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
139224	0.652076697	0.584962501	0.847996907	0.289506617	0.736965594	0.925999419	1.041820176	0.447458977	0.943416472	0	0	0	1	0.415037499	0.807354922	0.514573173	0	0.736965594
164562	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44392	0.652076697	0.906890596	0.263034406	1.289506617	0	0.678071905	1.270089163	0.447458977	0.823122238	0.459431619	1.078002512	0.415037499	0.222392421	0.321928095	0.321928095	0.362570079	1.415037499	1
320088	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73436	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240270	0	0.169925001	0	0.289506617	0.736965594	0.847996907	0.160464672	0.932885804	0	0.169925001	3.67556505	0	0.222392421	3.321928095	0.321928095	0.893084796	3.979822118	3.637429921
135940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152003093
168588	0	0	0	0	0	0	0	0	0	0	0.152003093	0.415037499	0	0	0	0	0	0
252330	0.652076697	0	0.847996907	0	0	0	0	0	1.054447784	0	0	0.415037499	0	0	0.584962501	0	0	0
348420	0	0	0.263034406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260565	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161253	0.362570079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275357	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
237596	0	0.584962501	0	0	0.874469118	0.485426827	0	0.540568381	0	0.321928095	0.415037499	0	0	0.502500341	0	0.362570079	0.91753784	0.152003093
255918	0	0	0	0	0	0	0.160464672	0	0.206450877	0.321928095	0.152003093	0	0	0.115477217	0.807354922	0	0.152003093	0.152003093
364995	0.362570079	0	0.263034406	0	0	0	0	0	0.206450877	0	0	1.415037499	0	0	0	0	0	0
155597	0	0	0	0	0	0	0	0	0	0	0	0.415037499	0	0	0	0	0	0
159054	1.716207034	0	2.807354922	0	0	0	0	0	1.971985624	0	0	2.584962501	0.415037499	0	0.807354922	0	0	0
161092	0	0	0	0	0	0	0	0	0.206450877	0	0	0	0	0	0	0	0	0
139354	0	1.392317423	0.263034406	0.152003093	1.502500341	1.137503524	0.160464672	0.628031223	0.206450877	1.169925001	0.415037499	0.415037499	0.415037499	0.736965594	0.584962501	1.584962501	0.530514717	0.415037499
191385	0	0	0	0.152003093	0	0	0	0	0.206450877	0	0	0	0.415037499	0	1	0	0	0
241403	0	0	0	0.289506617	0	0	0	0	0	0	0	0	0.415037499	0	0	0.192645078	0	0
237518	0	0	0	0.736965594	0	0.485426827	0.436099115	0.447458977	0	0	0.289506617	0	0.222392421	0	0	0.192645078	0.415037499	0
